11433.47,0.01742769
11415.59,0.012
11476.0,0.01412702
11477.0,0.03
11478.0,0.014085
11479.0,0.00390603
11481.0,0.01901861
11425.0,0.0626838
11450.0,0.616802
11440.0,0.9115
11454.68,0.05216494
11451.33,0.01747721
11418.48,8.7089
11433.48,0.095101
11435.15,0.3708
11457.54,0.1
11441.16,0.009526
11427.84,1.4821846
11440.93,0.13068724
11439.64,0.4512
11427.85,0.26188
11427.99,0.00347612
11448.96,0.035
11451.82,0.07647718
11435.11,0.00530957
11445.95,0.03180197
11458.0,0.005
11456.0,0.03951
11451.0,0.6234675
11455.0,0.06986787
11452.0,0.026
11459.0,0.482395
11450.0,0.03483237
11465.0,0.2
11454.68,0.05216494
11451.33,0.01747721
11445.6,0.015
11434.21,0.49288633
11433.48,0.0124826
11449.31,0.0357384
11443.15,0.04207
11462.15,0.0266757
11457.54,0.1
11462.2,0.0015066
11468.28,0.9774709
11464.43,0.01811932
11462.69,0.0115
11451.82,0.07647718
11449.26,0.005
11466.4,0.0425
11450.11,0.01665558
11458.03,0.3835
11457.53,0.2617801
11451.0,0.8744
11444.0,0.07928
11450.0,0.03483237
11441.0,0.127527
11445.0,0.003
11455.0,0.06986787
11443.0,0.401853
11456.0,0.02361352
11440.0,0.4147545
11465.0,0.2
11454.68,0.05216494
11445.6,0.015
11434.21,0.49288633
11433.48,0.0124826
11449.31,0.0357384
11443.15,0.04207
11462.15,0.0266757
11457.54,0.1
11462.2,0.0015066
11468.28,0.9774709
11464.43,0.01811932
11462.69,0.0115
11417.14,0.34382132
11451.82,0.07647718
11449.26,0.005
11466.4,0.0425
11450.11,0.01665558
11458.03,0.3835
11457.53,0.2617801
11415.59,0.80471414
11445.0,0.003
11451.0,0.8744
11444.0,0.07928
11450.0,0.03483237
11465.0,0.2
11441.0,0.127527
11430.0,0.03969573
11431.0,0.02359311
11440.0,0.01
11443.0,0.401853
11423.0,0.0448744
11425.0,0.1
11432.0,0.63785166
11454.68,0.05216494
11445.6,0.015
11434.21,0.49288633
11433.48,0.0124826
11449.31,0.0357384
11443.15,0.04207
11462.15,0.0266757
11457.54,0.1
11462.2,0.0015066
11417.2,0.02423503
11468.28,0.9774709
11464.43,0.01811932
11462.69,0.0115
11417.14,0.34382132
11449.26,0.005
11466.4,0.0425
11450.11,0.01665558
11458.03,0.3835
11457.53,0.2617801
11855.09,1.31535
11879.97,0.01
11963.0,0.002208
11970.0,1.455046
11967.0,3.0
11969.0,0.01435558
11971.0,0.004
11962.0,0.00533331
11964.0,0.00840734
11966.0,0.03099879
11880.0,0.049193
11855.0,1.09575
11855.01,0.23212261
11880.65,0.27005562
11881.36,1.2189059
11881.16,0.48316458
11858.78,0.035
11858.8,1.1375316
11879.72,0.01683541
11855.02,0.016928
11881.26,1.0
11858.73,6.7712
11858.79,0.58476204
11855.03,0.01686018
11855.09,1.31535
11879.97,0.01
11969.0,0.01435558
11963.0,0.349994
11970.0,0.00832793
11962.0,0.0026849
11967.0,3.0
11964.0,0.00840734
11966.0,0.03099879
11880.0,0.049193
11855.0,0.03042085
11881.0,0.03126111
11855.01,0.23212261
11962.65,0.002
11881.36,1.2189059
11881.16,0.48316458
11858.78,0.035
11858.8,1.1375316
11879.72,0.01683541
11855.02,0.06458032
11881.26,1.0
11858.79,0.58476204
11879.97,9.4086
11978.0,0.13150057
11976.0,0.10328231
11975.0,0.1112986
11979.0,1.7254
11977.0,1.6075253
11855.0,0.03042085
11880.0,0.09837467
11875.0,0.0867
11870.0,0.042
11881.0,0.03126111
11855.01,0.33539394
11879.98,0.05
11875.01,0.0168402
11978.81,0.7
11855.04,0.01213856
11881.16,0.04523237
11879.99,0.01603439
11874.99,0.00626
11855.02,0.241732
11881.26,0.245
11855.03,0.0168711
11879.97,9.4086
11978.0,0.13150057
11976.0,0.02658998
11979.0,1.7254
11977.0,0.43513164
11855.0,0.0251013
11880.0,0.09837467
11875.0,0.0867
11870.0,0.042
11881.0,0.03126111
11855.01,0.33539394
11879.98,0.05
11875.01,0.0168402
11978.81,0.7
11855.04,0.01213856
11881.16,0.04523237
11869.99,0.24064304
11879.99,0.01603439
11874.99,0.00626
11855.02,0.241732
11881.26,0.245
11855.03,0.0168711
